0	13643	0
0	11425	1
0	14564	2
0	13564	3
0	17965	4
0	2066	5
0	14831	6
0	7325	7
0	12447	8
0	1192	9
1	7678	0
1	16041	1
1	10133	2
1	1182	3
1	5246	4
1	13044	5
1	5345	6
1	15258	7
1	2650	8
1	5627	9
2	541	0
2	17461	1
2	9048	2
2	19348	3
2	3811	4
2	11059	5
2	345	6
2	4555	7
2	9093	8
2	4084	9
3	3496	0
3	5089	1
3	17734	2
3	5934	3
3	14802	4
3	7759	5
3	1169	6
3	9553	7
3	14143	8
3	12400	9
4	8894	0
4	12344	1
4	3786	2
4	16928	3
4	545	4
4	15288	5
4	14728	6
4	5857	7
4	765	8
4	15278	9
5	14173	0
5	17986	1
5	10952	2
5	248	3
5	14680	4
5	6726	5
5	10748	6
5	14672	7
5	11544	8
5	16292	9
6	14168	0
6	6783	1
6	4142	2
6	17866	3
6	1040	4
6	11786	5
6	7176	6
6	10453	7
6	9573	8
6	2945	9
7	8880	0
7	8614	1
7	8768	2
7	9525	3
7	11459	4
7	18941	5
7	18567	6
7	8275	7
7	7456	8
7	17175	9
8	2898	0
8	9373	1
8	3874	2
8	10175	3
8	13979	4
8	16698	5
8	5625	6
8	5049	7
8	10671	8
8	10409	9
9	14682	0
9	10121	1
9	8310	2
9	10409	3
9	4415	4
9	1362	5
9	17695	6
9	5156	7
9	8354	8
9	7037	9
10	708	0
10	543	1
10	5173	2
10	5327	3
10	18109	4
10	11391	5
10	9101	6
10	1096	7
10	1120	8
10	11648	9
11	16542	0
11	3276	1
11	5598	2
11	18454	3
11	14301	4
11	17111	5
11	6127	6
11	11333	7
11	2686	8
11	5924	9
12	2018	0
12	662	1
12	15497	2
12	14362	3
12	12115	4
12	16893	5
12	12790	6
12	10339	7
12	1176	8
12	4019	9
13	373	0
13	15152	1
13	5171	2
13	10716	3
13	17868	4
13	15337	5
13	6643	6
13	4772	7
13	2058	8
13	11389	9
14	13874	0
14	2669	1
14	5653	2
14	9303	3
14	4995	4
14	13001	5
14	3475	6
14	2829	7
14	1827	8
14	408	9
15	19576	0
15	5539	1
15	11454	2
15	19891	3
15	10778	4
15	8481	5
15	17387	6
15	18873	7
15	14190	8
15	19734	9
16	8331	0
16	11899	1
16	11014	2
16	10032	3
16	15267	4
16	462	5
16	8138	6
16	1883	7
16	11752	8
16	11678	9
17	12654	0
17	9724	1
17	3050	2
17	19764	3
17	15152	4
17	9917	5
17	6643	6
17	2058	7
17	5738	8
17	8985	9
18	310	0
18	1774	1
18	9646	2
18	5727	3
18	13412	4
18	2901	5
18	10768	6
18	17991	7
18	11584	8
18	7042	9
19	11801	0
19	3181	1
19	18547	2
19	3206	3
19	3603	4
19	5057	5
19	10477	6
19	12567	7
19	5210	8
19	10293	9
20	5831	0
20	8292	1
20	1952	2
20	19837	3
20	3739	4
20	7147	5
20	594	6
20	12321	7
20	6236	8
20	6602	9
21	17034	0
21	7576	1
21	5119	2
21	19614	3
21	9001	4
21	8118	5
21	5598	6
21	5004	7
21	15323	8
21	3232	9
22	17346	0
22	15371	1
22	1488	2
22	4086	3
22	12040	4
22	8235	5
22	1262	6
22	10890	7
22	18021	8
22	9892	9
23	561	0
23	12906	1
23	15098	2
23	4397	3
23	14373	4
23	5877	5
23	14640	6
23	5427	7
23	12961	8
23	7998	9
24	5868	0
24	321	1
24	12523	2
24	10947	3
24	8255	4
24	11572	5
24	9053	6
24	13659	7
24	797	8
24	13034	9
25	19391	0
25	5204	1
25	16700	2
25	9909	3
25	9702	4
25	4867	5
25	10962	6
25	2716	7
25	12369	8
25	12295	9
26	18262	0
26	725	1
26	4236	2
26	6550	3
26	14070	4
26	8813	5
26	901	6
26	4255	7
26	5762	8
26	17917	9
27	139	0
27	11349	1
27	14148	2
27	17422	3
27	3797	4
27	9333	5
27	12862	6
27	15712	7
27	19084	8
27	4102	9
28	11797	0
28	3285	1
28	12960	2
28	5929	3
28	3605	4
28	16463	5
28	693	6
28	12061	7
28	10207	8
28	12271	9
29	15152	0
29	12654	1
29	2042	2
29	16174	3
29	12929	4
29	6643	5
29	11423	6
29	3124	7
29	15521	8
29	9724	9
30	8009	0
30	2177	1
30	816	2
30	7325	3
30	3179	4
30	16405	5
30	8290	6
30	17554	7
30	10255	8
30	2588	9
31	11844	0
31	15924	1
31	12592	2
31	9618	3
31	10140	4
31	3139	5
31	3138	6
31	12571	7
31	4546	8
31	9840	9
32	5696	0
32	16249	1
32	13651	2
32	1367	3
32	10634	4
32	13608	5
32	17399	6
32	10842	7
32	15064	8
32	8504	9
33	847	0
33	7387	1
33	15282	2
33	5832	3
33	7517	4
33	10110	5
33	3504	6
33	12156	7
33	1260	8
33	7855	9
34	10110	0
34	3555	1
34	5832	2
34	7517	3
34	13722	4
34	10796	5
34	6587	6
34	14583	7
34	7076	8
34	15170	9
35	6227	0
35	19531	1
35	18047	2
35	4879	3
35	14485	4
35	11165	5
35	5507	6
35	17599	7
35	15931	8
35	16403	9
36	1429	0
36	12297	1
36	18156	2
36	18572	3
36	5101	4
36	2282	5
36	16198	6
36	16115	7
36	626	8
36	15203	9
37	615	0
37	9051	1
37	863	2
37	15297	3
37	15338	4
37	4096	5
37	9449	6
37	3443	7
37	10774	8
37	6447	9
38	13993	0
38	6828	1
38	11513	2
38	8354	3
38	9885	4
38	11345	5
38	6946	6
38	599	7
38	8858	8
38	5788	9
39	3239	0
39	14245	1
39	40	2
39	12517	3
39	8985	4
39	11674	5
39	903	6
39	3743	7
39	14919	8
39	2778	9
40	2420	0
40	3586	1
40	6380	2
40	4617	3
40	12993	4
40	4884	5
40	8406	6
40	259	7
40	9176	8
40	8172	9
41	10614	0
41	1304	1
41	14163	2
41	13557	3
41	4428	4
41	12205	5
41	8009	6
41	4253	7
41	7757	8
41	763	9
42	16546	0
42	16276	1
42	15140	2
42	11305	3
42	2680	4
42	2438	5
42	7597	6
42	18999	7
42	11910	8
42	86	9
43	17377	0
43	7114	1
43	6830	2
43	4774	3
43	4666	4
43	13742	5
43	12701	6
43	5840	7
43	19954	8
43	426	9
44	13069	0
44	14875	1
44	1550	2
44	11111	3
44	16215	4
44	16206	5
44	15418	6
44	7852	7
44	10299	8
44	5635	9
45	17476	0
45	18312	1
45	14854	2
45	16214	3
45	9475	4
45	6781	5
45	6449	6
45	10979	7
45	2947	8
45	10957	9
46	7940	0
46	9029	1
46	11191	2
46	17863	3
46	13094	4
