0	13762	0
0	9576	1
0	14396	2
0	17601	3
0	16147	4
0	3052	5
0	14364	6
0	18131	7
0	534	8
0	4630	9
1	12271	0
1	17530	1
1	13226	2
1	12412	3
1	7713	4
1	9017	5
1	12543	6
1	8678	7
1	10050	8
1	10711	9
2	5356	0
2	17421	1
2	6603	2
2	206	3
2	11227	4
2	11183	5
2	4885	6
2	6971	7
2	3574	8
2	13321	9
3	541	0
3	4084	1
3	15703	2
3	9048	3
3	8743	4
3	6964	5
3	17461	6
3	18198	7
3	3811	8
3	19348	9
4	8761	0
4	2788	1
4	18341	2
4	15277	3
4	18237	4
4	18608	5
4	871	6
4	11763	7
4	16453	8
4	19498	9
5	19905	0
5	14768	1
5	15426	2
5	5021	3
5	6138	4
5	494	5
5	19865	6
5	16174	7
5	17156	8
5	12198	9
6	2161	0
6	2972	1
6	18711	2
6	13423	3
6	10265	4
6	10770	5
6	11108	6
6	16607	7
6	3850	8
6	12868	9
7	3688	0
7	1836	1
7	9320	2
7	9877	3
7	8739	4
7	11413	5
7	6489	6
7	15284	7
7	19353	8
7	14181	9
8	8029	0
8	10445	1
8	19322	2
8	2200	3
8	5462	4
8	11628	5
8	16343	6
8	16383	7
8	18166	8
8	17167	9
9	5406	0
9	9360	1
9	12543	2
9	16555	3
9	14313	4
9	13299	5
9	11895	6
9	14954	7
9	9984	8
9	15672	9
10	18279	0
10	7038	1
10	1197	2
10	19703	3
10	10992	4
10	12296	5
10	2628	6
10	18533	7
10	6436	8
10	2705	9
11	18658	0
11	4049	1
11	18243	2
11	14152	3
11	10571	4
11	19191	5
11	1272	6
11	8466	7
11	14540	8
11	15123	9
12	9155	0
12	3748	1
12	11623	2
12	1022	3
12	14932	4
12	7157	5
12	17517	6
12	978	7
12	6511	8
12	13956	9
13	19573	0
13	14167	1
13	2452	2
13	15579	3
13	19636	4
13	6340	5
13	1974	6
13	11758	7
13	10844	8
13	8931	9
14	8498	0
14	16301	1
14	4438	2
14	13907	3
14	13895	4
14	868	5
14	5905	6
14	5786	7
14	16346	8
14	13037	9
15	5954	0
15	3188	1
15	11659	2
15	5110	3
15	5386	4
15	8420	5
15	2300	6
15	18278	7
15	13245	8
15	15894	9
16	8532	0
16	9985	1
16	19685	2
16	19367	3
16	11976	4
16	6877	5
16	16451	6
16	18109	7
16	4664	8
16	6569	9
17	2402	0
17	214	1
17	3487	2
17	8709	3
17	7	4
17	11029	5
17	89	6
17	1253	7
17	12303	8
17	13063	9
18	9889	0
18	6873	1
18	9357	2
18	2349	3
18	14869	4
18	2141	5
18	11341	6
18	4868	7
18	17966	8
18	13414	9
19	19371	0
19	3111	1
19	4700	2
19	2094	3
19	5587	4
19	10637	5
19	2564	6
19	7158	7
19	7941	8
19	18210	9
20	16600	0
20	13026	1
20	18562	2
20	13001	3
20	516	4
20	10572	5
20	19592	6
20	10138	7
20	19436	8
20	9384	9
21	14765	0
21	6648	1
21	17336	2
21	478	3
21	291	4
21	12168	5
21	14795	6
21	8711	7
21	11417	8
21	15841	9
22	3157	0
22	11372	1
22	13324	2
22	19785	3
22	14743	4
22	2026	5
22	9244	6
22	11688	7
22	2690	8
22	16724	9
23	17708	0
23	15424	1
23	10966	2
23	453	3
23	16500	4
23	14158	5
23	18100	6
23	3256	7
23	9880	8
23	7192	9
24	9634	0
24	2328	1
24	12742	2
24	17988	3
24	19039	4
24	252	5
24	19725	6
24	2779	7
24	14764	8
24	16739	9
25	6313	0
25	4846	1
25	14413	2
25	40	3
25	4891	4
