0	744	0
0	17273	1
0	9448	2
0	17902	3
0	14551	4
0	9965	5
0	7419	6
0	768	7
0	168	8
0	13758	9
1	5223	0
1	13585	1
1	537	2
1	15497	3
1	9391	4
1	13844	5
1	11588	6
1	13734	7
1	5934	8
1	7766	9
2	919	0
2	2258	1
2	4303	2
2	10955	3
2	13452	4
2	16374	5
2	17778	6
2	1927	7
2	15318	8
2	14084	9
3	5931	0
3	15422	1
3	19009	2
3	3560	3
3	17876	4
3	865	5
3	4510	6
3	19663	7
3	5075	8
3	16955	9
4	6605	0
4	11420	1
4	7361	2
4	2789	3
4	2234	4
4	13566	5
4	11866	6
4	3860	7
4	11146	8
4	12893	9
5	6394	0
5	5017	1
5	16749	2
5	10379	3
5	4461	4
5	6504	5
5	16685	6
5	8318	7
5	439	8
5	2673	9
6	4291	0
6	5479	1
6	17793	2
6	11177	3
6	9641	4
6	11847	5
6	8397	6
6	239	7
6	8503	8
6	5225	9
7	418	0
7	2015	1
7	6654	2
7	4530	3
7	9532	4
7	18655	5
7	3392	6
7	7869	7
7	9350	8
7	11808	9
8	225	0
8	15624	1
8	708	2
8	11391	3
8	11648	4
8	11153	5
8	9101	6
8	15460	7
8	5173	8
8	1096	9
9	5147	0
9	15782	1
9	7092	2
9	7503	3
9	6064	4
9	6758	5
9	10036	6
9	2515	7
9	2021	8
9	17472	9
10	1229	0
10	18996	1
10	8811	2
10	9693	3
10	12971	4
10	14776	5
10	4133	6
10	8016	7
10	8755	8
10	4801	9
11	7329	0
11	1394	1
11	7534	2
11	15421	3
11	2246	4
11	4705	5
11	19833	6
11	17505	7
11	6251	8
11	15214	9
12	162	0
12	14048	1
12	12342	2
12	8881	3
12	14654	4
12	3773	5
12	19604	6
12	5022	7
12	13818	8
12	14142	9
13	6473	0
13	19257	1
13	72	2
13	5063	3
13	193	4
13	4927	5
13	6896	6
13	3123	7
13	2269	8
13	10735	9
14	751	0
14	6112	1
14	9430	2
14	9632	3
14	19054	4
14	17837	5
14	1683	6
14	8787	7
14	19799	8
14	7609	9
15	225	0
15	15624	1
15	708	2
15	11391	3
15	11648	4
15	11153	5
15	9101	6
15	15460	7
15	5173	8
15	1096	9
16	899	0
16	10717	1
16	11967	2
16	650	3
16	360	4
16	12969	5
16	6330	6
16	19752	7
16	9245	8
16	19576	9
17	5226	0
17	8153	1
17	9588	2
17	10171	3
17	13347	4
17	19238	5
17	12	6
17	717	7
17	874	8
17	936	9
18	4486	0
18	9496	1
18	6616	2
18	8342	3
18	3036	4
18	400	5
18	11869	6
18	4615	7
18	11702	8
18	14192	9
19	5327	0
19	543	1
19	15989	2
19	675	3
19	1120	4
19	12213	5
19	1387	6
19	764	7
19	710	8
19	18726	9
20	1953	0
20	5574	1
20	10157	2
20	15963	3
20	18651	4
20	4157	5
20	11839	6
20	7003	7
20	16941	8
20	14721	9
21	418	0
21	2015	1
21	6654	2
21	4530	3
21	9532	4
21	18655	5
21	3392	6
21	7869	7
21	9350	8
21	11808	9
